author_name,ticker_name,category,line_item,cal_year,period,estimate_actual,item_value,last_refresh
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBITDA,2022,FY,Estimate,-21.66394187845651,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBITDA,2023,FY,Estimate,-1.6457009863774639,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBITDA,2024,FY,Estimate,29.550467112402664,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2018,FY,Actual,10.341,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2019,FY,Actual,2.569,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2020,FY,Actual,3.084,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2021,FY,Estimate,2.8446,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2022,FY,Estimate,2.7924027065635677,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2023,FY,Estimate,2.8196693226311274,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,D&A,2024,FY,Estimate,2.9102862824015654,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2018,FY,Actual,1.8,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2019,FY,Actual,2.6,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2020,FY,Actual,3.084,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2021,FY,Estimate,2.8446,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2022,FY,Estimate,2.7924027065635677,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2023,FY,Estimate,2.8196693226311274,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Depreciation,2024,FY,Estimate,2.9102862824015654,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2018,FY,Actual,8.497,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2019,FY,Actual,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2020,FY,Actual,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2021,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2022,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2023,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Amortization,2024,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2018,FY,Actual,-37.98,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2019,FY,Actual,-40.987,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2020,FY,Actual,-38.697,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2021,FY,Estimate,-35.16184060004886,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2022,FY,Estimate,-24.456344585020076,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2023,FY,Estimate,-4.465370309008591,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBIT,2024,FY,Estimate,26.6401808300011,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2018,FY,Actual,0.836,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2019,FY,Actual,1.367,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2020,FY,Actual,3.072,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2021,FY,Estimate,3.072,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2022,FY,Estimate,3.072,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2023,FY,Estimate,3.072,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Interest Expense,2024,FY,Estimate,3.072,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2018,FY,Actual,-38.868,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2019,FY,Actual,-42.562,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2020,FY,Actual,-37.535,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2021,FY,Estimate,-37.07184060004886,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2022,FY,Estimate,-26.36634458502007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2023,FY,Estimate,-6.375370309008585,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,EBT,2024,FY,Estimate,24.730180830001107,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2018,FY,Actual,0.01,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2019,FY,Actual,0.028,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2020,FY,Actual,0.025,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2021,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2022,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2023,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Current Tax,2024,FY,Estimate,5.182837974300232,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2018,FY,Actual,-38.878,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2019,FY,Actual,-49.89,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2020,FY,Actual,-38.522,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2021,FY,Estimate,-37.07184060004886,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2022,FY,Estimate,-26.36634458502007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2023,FY,Estimate,-6.375370309008585,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Net Income,2024,FY,Estimate,19.547342855700876,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2018,FY,Actual,16.807,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2019,FY,Actual,17.83363032216183,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2020,FY,Actual,39.092,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2021,FY,Estimate,68.72701554075459,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2022,FY,Estimate,68.83331004049148,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2023,FY,Estimate,68.95653428656021,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Shares Outstanding,2024,FY,Estimate,69.09667722691427,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Common Dividends per Share,2019,FY,Actual,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Common Dividends per Share,2020,FY,Actual,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Common Dividends per Share,2021,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Common Dividends per Share,2022,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Common Dividends per Share,2023,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Income Statement Inputs,Common Dividends per Share,2024,FY,Estimate,0.0,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2018,FY,Actual,36.16,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2019,FY,Actual,7.795,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2020,FY,Actual,219.447,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2021,FY,Estimate,180.33149273143007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2022,FY,Estimate,148.08368458932264,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2023,FY,Estimate,133.94674954622081,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Cash & Short-Term Investments,2024,FY,Estimate,144.3293308945294,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2018,FY,Actual,16.96,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2019,FY,Actual,23.875999999999998,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2020,FY,Actual,34.62499999999999,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2021,FY,Estimate,36.65018361804492,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2022,FY,Estimate,43.867792124212336,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2023,FY,Estimate,51.96670880530486,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital - Assets (A/R, Inventory, Prepaid Exp)",2024,FY,Estimate,61.15187922327479,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2018,FY,Actual,53.12,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2019,FY,Actual,31.671,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2020,FY,Actual,254.072,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2021,FY,Estimate,216.98167634947498,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2022,FY,Estimate,191.951476713535,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2023,FY,Estimate,185.91345835152566,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Assets,2024,FY,Estimate,205.48121011780418,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2018,FY,Actual,5.231,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2019,FY,Actual,22.306,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2020,FY,Actual,18.964,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2021,FY,Estimate,19.0824764550603,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2022,FY,Estimate,19.81626782686713,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2023,FY,Estimate,21.04196081465512,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"PP&E, net",2024,FY,Estimate,22.646700275664113,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2018,FY,Actual,0.7530000000000001,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2019,FY,Actual,2.086999999999996,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2020,FY,Actual,3.589999999999975,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2021,FY,Estimate,3.589999999999975,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2022,FY,Estimate,3.589999999999975,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2023,FY,Estimate,3.589999999999975,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Other L-T Operating Assets,2024,FY,Estimate,3.589999999999975,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2018,FY,Actual,5.984000000000002,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2019,FY,Actual,24.393,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2020,FY,Actual,22.553999999999974,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2021,FY,Estimate,22.672476455060263,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2022,FY,Estimate,23.406267826867094,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2023,FY,Estimate,24.631960814655088,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Assets,2024,FY,Estimate,26.236700275664077,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2018,FY,Actual,26.691,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2019,FY,Actual,28.833000000000002,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2020,FY,Actual,42.714,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2021,FY,Estimate,42.81399340458415,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2022,FY,Estimate,44.88392972547104,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2023,FY,Estimate,46.44697466025829,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,"Working Capital – Liabilities (A/P, Deferred Revenue)",2024,FY,Estimate,48.07212303184491,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2018,FY,Actual,0.946,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2019,FY,Actual,5.081,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2020,FY,Actual,3.173,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2021,FY,Estimate,3.173,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2022,FY,Estimate,3.173,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2023,FY,Estimate,3.173,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Short-Term Debt,2024,FY,Estimate,3.173,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2018,FY,Actual,27.637,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2019,FY,Actual,33.914,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2020,FY,Actual,45.887,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2021,FY,Estimate,45.986993404584155,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2022,FY,Estimate,48.05692972547104,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2023,FY,Estimate,49.61997466025829,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Current Liabilities,2024,FY,Estimate,51.24512303184491,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2018,FY,Actual,23.415,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2019,FY,Actual,54.207,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2020,FY,Actual,12.672,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2021,FY,Estimate,12.672,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2022,FY,Estimate,12.672,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2023,FY,Estimate,12.672,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Long-Term Debt,2024,FY,Estimate,12.672,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2018,FY,Actual,26.497,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2019,FY,Actual,55.699,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2020,FY,Actual,13.98,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2021,FY,Estimate,13.98,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2022,FY,Estimate,13.98,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2023,FY,Estimate,13.98,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Total Long-Term Liabilities,2024,FY,Estimate,13.98,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2018,FY,Actual,0.005,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2019,FY,Actual,0.005,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2020,FY,Actual,0.007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2021,FY,Estimate,0.007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2022,FY,Estimate,0.007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2023,FY,Estimate,0.007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Common Equity,2024,FY,Estimate,0.007,2023-05-15 01:53:20.221888
varun.pillai@tresvista.com,BIGC US Equity,Balance Sheet Inputs,Retained Earnings,2018,FY,Actual,-224.725,2023-05-15 01:53:20.221888
